index ,restaurant_id ,list_position ,total_available_restaurants ,estimate_delivery_time ,menu_category   ,star_rating ,purchasers
10945,496,69,72,30,american        ,          4 ,48
10792,1965,26,29,20,indian          ,            ,35
26523,1768,1,28,20,american        ,          5 ,30
10126,1912,7,20,15,italian         ,            ,72
6187,178,2,2,30,italian         ,          5 ,54
22486,2330,12,27,15,italian         ,          5 ,63
2711,1531,2,9,15,italian         ,          5 ,40
23813,2069,40,46,10,american        ,          4 ,108
26183,1653,9,17,20,asian           ,          5 ,35
2685,384,6,26,15,mexican         ,          5 ,35
1394,1642,27,40,20,italian         ,            ,56
19403,2843,31,34,30,indian          ,            ,30
2227,1635,2,30,10,mexican         ,          5 ,104
2535,978,6,16,15,italian         ,          4 ,63
19103,2407,11,17,15,indian          ,          5 ,45
6677,313,12,15,20,turkish         ,            ,45
9170,1113,6,13,15,italian         ,          4 ,45
14492,1858,5,22,15,japanese        ,          5 ,54
6947,1525,1,14,10,italian         ,            ,30
12103,2051,36,37,25,japanese        ,            ,30
7843,1573,5,83,10,vietnamese      ,          5 ,64
908,1846,15,24,20,italian         ,            ,54
14704,2926,9,9,20,italian         ,          5 ,42
17180,1747,5,16,20,italian         ,          3 ,42
6600,1922,78,80,25,american        ,            ,45
11166,255,16,18,20,italian         ,          4 ,30
3618,1604,6,15,10,american        ,          4 ,36
11606,1587,4,5,20,italian         ,          3 ,40
5648,400,9,17,15,thai            ,            ,60
7890,2803,40,52,20,italian         ,          3 ,66
19567,582,36,36,30,italian         ,            ,35
17411,968,6,47,10,japanese        ,          5 ,40
6552,77,78,78,30,italian         ,            ,77
6529,2840,61,62,45,pizza           ,            ,84
10072,217,22,27,15,american        ,            ,64
13127,2682,24,36,35,indian          ,          5 ,40
2728,2694,61,68,20,indian          ,            ,56
9564,913,19,61,20,thai            ,          5 ,36
8086,2124,20,54,10,italian         ,          5 ,35
19274,2583,16,16,25,indian          ,            ,42
4565,78,0,10,15,american        ,          4 ,49
19663,2160,3,16,15,asian           ,          4 ,49
26377,1627,11,14,20,indian          ,            ,78
24543,2828,68,68,35,italian         ,            ,154
2413,85,2,13,10,mexican         ,          5 ,64
23928,777,1,15,15,american        ,          5 ,72
20866,1917,18,23,15,italian         ,            ,35
24292,2310,32,42,20,american        ,            ,48
3275,68,26,30,30,indian          ,          1 ,42
21775,1085,20,26,10,american        ,          3 ,30
2426,2742,6,59,10,italian         ,          4 ,36
22252,864,2,40,15,american        ,          5 ,42
26051,337,36,38,45,indian          ,            ,45
26025,2249,6,46,20,italian         ,          5 ,30
14259,1861,4,12,20,indian          ,          5 ,64
17103,3022,10,22,20,american        ,          4 ,40
9737,2520,6,8,20,american        ,          5 ,40
27919,1920,14,35,10,italian         ,          3 ,40
21483,1452,14,22,25,italian         ,            ,96
10291,2725,37,68,35,italian         ,            ,35
17829,1770,2,54,20,american        ,          5 ,64
10824,1538,4,38,15,american        ,          4 ,35
12316,2299,12,13,15,italian         ,            ,30
21147,2840,60,69,40,pizza           ,            ,36
2874,298,12,12,30,pizza           ,            ,42
21695,1921,18,46,20,italian         ,          5 ,35
12137,202,31,32,15,indian          ,          3 ,30
10734,1770,3,46,15,american        ,          5 ,48
3316,608,8,29,20,american        ,            ,40
11231,31,4,20,15,american        ,          5 ,88
607,2814,1,4,40,italian         ,          3 ,35
21240,330,44,45,30,italian         ,            ,88
28474,1549,21,27,20,american        ,            ,42
22391,1543,1,39,15,american        ,          4 ,63
22164,1302,8,20,10,indian          ,          3 ,49
18400,2288,7,10,20,asian           ,          5 ,90
857,209,12,20,10,american        ,          5 ,48
1927,861,1,22,15,american        ,          5 ,30
14051,2740,12,12,25,indian          ,            ,40
25614,1711,0,25,10,american        ,          4 ,140
17709,437,17,17,20,italian         ,            ,30
23252,698,4,24,20,american        ,          4 ,35
18624,1476,7,17,10,italian         ,          5 ,78
8021,2527,14,16,25,italian         ,            ,72
16431,2297,2,9,10,american        ,          5 ,104
15279,131,32,38,50,indian          ,            ,90
15866,2202,1,18,15,american        ,          5 ,48
45,854,9,22,15,italian         ,          4 ,36
2813,238,48,77,15,american        ,            ,45
24718,2793,9,14,30,italian         ,            ,35
21013,2449,58,72,30,pizza           ,            ,117
6866,387,12,22,20,turkish         ,            ,48
7564,2436,0,3,20,american        ,          1 ,54
17974,890,5,33,15,italian         ,          4 ,64
27016,1658,10,13,25,italian         ,          5 ,42
17698,1186,61,83,15,indian          ,          5 ,36
16156,769,4,30,20,mexican         ,          5 ,96
18329,2119,17,18,20,indian          ,          4 ,30
17482,416,46,48,25,indian          ,            ,49
28483,312,75,78,35,italian         ,            ,30
586,1902,2,4,10,italian         ,          5 ,72
4979,2567,4,5,30,italian         ,            ,45
24764,2568,19,23,40,italian         ,            ,35
25293,198,6,23,15,american        ,          3 ,54
23703,1374,6,29,20,japanese        ,          5 ,54
8640,1235,89,89,35,indian          ,            ,48
8543,2449,68,76,25,pizza           ,            ,105
201,1521,8,32,20,japanese        ,          5 ,40
4564,952,4,19,10,italian         ,          4 ,36
17021,2540,62,71,20,american        ,            ,56
2052,2140,28,36,25,italian         ,          5 ,35
9285,2215,1,20,10,american        ,          5 ,49
7931,1753,14,16,30,american        ,            ,54
19027,2573,10,12,30,indian          ,            ,45
16972,886,2,33,15,mexican         ,          4 ,30
4826,131,65,67,50,indian          ,            ,42
3534,1978,11,23,20,indian          ,            ,40
19179,438,11,14,15,italian         ,            ,80
18865,2647,5,6,30,american        ,          5 ,72
2265,856,30,69,20,italian         ,          5 ,48
1233,396,50,50,25,indian          ,            ,72
15651,2519,36,37,30,italian         ,            ,56
18698,1896,31,56,15,italian         ,          4 ,40
9184,2897,30,33,30,italian         ,            ,48
18552,275,14,20,25,italian         ,          5 ,42
24953,1736,23,30,35,italian         ,          5 ,54
3927,317,24,36,20,european        ,          5 ,40
2537,243,2,6,20,american        ,          5 ,63
5598,1447,16,18,25,italian         ,          1 ,99
17711,2828,52,52,45,italian         ,            ,36
26473,2451,6,7,35,turkish         ,            ,49
16516,1040,12,19,10,thai            ,          3 ,63
16923,1196,18,40,15,american        ,          5 ,48
17100,1512,12,18,20,indian          ,            ,48
13534,1491,36,45,20,indian          ,          5 ,45
18568,1192,2,13,10,thai            ,          5 ,56
16412,2598,49,52,35,italian         ,          5 ,392
23343,718,1,6,20,japanese        ,          5 ,30
6663,474,43,43,30,italian         ,            ,45
10273,939,38,49,30,italian         ,            ,64
4073,633,2,4,25,italian         ,          5 ,63
14586,2515,14,20,25,italian         ,            ,88
5712,1019,6,15,15,italian         ,            ,42
9215,1656,10,26,15,lebanese        ,          4 ,48
1066,363,7,12,30,lebanese        ,          3 ,30
13639,1152,20,50,20,italian         ,          4 ,42
2856,1240,2,8,10,italian         ,          4 ,30
17982,1003,3,22,20,mexican         ,          5 ,35
9713,1735,0,9,20,american        ,          3 ,45
16290,2498,2,4,30,american        ,          5 ,42
22673,290,18,60,20,american        ,          5 ,45
26032,1739,5,10,20,italian         ,            ,45
834,719,5,13,10,italian         ,          4 ,30
22329,2855,0,12,10,american        ,          4 ,30
19956,2826,10,10,35,italian         ,            ,48
5051,1855,7,7,20,indian          ,            ,72
7376,1755,4,9,10,japanese        ,          5 ,40
12452,17,17,20,25,italian         ,          2 ,45
5864,2227,14,29,30,japanese        ,          5 ,63
7949,881,12,15,20,italian         ,          4 ,42
15710,430,5,5,30,indian          ,            ,56
3074,1297,8,13,20,american        ,            ,63
8798,470,5,7,25,american        ,            ,36
12655,1113,4,9,20,italian         ,          4 ,48
4955,1473,4,28,10,american        ,          5 ,42
9947,473,3,4,45,american        ,          5 ,30
25398,2518,32,41,20,american        ,            ,108
5002,2454,26,40,30,indian          ,            ,49
22534,1737,6,9,20,turkish         ,          5 ,40
20519,158,7,10,25,italian         ,            ,63
4725,2227,3,7,15,japanese        ,          5 ,48
27884,990,2,6,15,turkish         ,            ,42
24177,2731,13,23,20,indian          ,          5 ,45
19444,411,8,9,25,indian          ,            ,54
70,2696,5,10,20,italian         ,            ,35
16852,2553,22,64,15,indian          ,            ,40
1740,385,9,10,15,italian         ,            ,35
17060,1488,6,18,15,american        ,          5 ,48
27340,2620,41,68,20,italian         ,            ,54
7692,963,0,8,10,thai            ,          5 ,30
27515,2959,4,21,20,italian         ,          4 ,40
6880,613,5,19,30,indian          ,            ,45
228,231,5,19,25,italian         ,            ,63
8319,163,69,71,35,mexican         ,            ,45
20138,2898,8,10,20,pizza           ,            ,48
10883,2900,3,32,15,american        ,          3 ,36
1865,1796,0,6,10,american        ,          4 ,42
8666,2764,14,15,45,italian         ,            ,48
10599,1892,9,13,30,mexican         ,          4 ,48
7248,2696,29,41,20,italian         ,            ,81
15759,2854,23,29,45,indian          ,          4 ,30
5192,1668,14,15,20,thai            ,          5 ,108
22171,741,16,68,30,american        ,          5 ,48
1813,2420,2,14,20,german          ,          5 ,56
384,1371,4,35,15,japanese        ,          4 ,54
24497,2010,22,22,15,thai            ,            ,72
730,1368,18,18,30,american        ,          5 ,30
314,884,5,26,20,italian         ,          4 ,45
7577,2500,1,3,15,indian          ,          4 ,56
18191,1667,15,35,20,indian          ,            ,98
2827,1792,2,7,10,italian         ,          5 ,54
17645,1640,13,15,20,italian         ,            ,80
21118,2544,14,25,20,american        ,            ,40
5674,949,10,22,15,american        ,            ,30
5263,2709,27,46,20,indian          ,            ,42
3060,2739,6,7,30,american        ,            ,40
25057,967,3,10,10,italian         ,          3 ,99
27604,710,4,35,20,american        ,          4 ,56
20155,1745,6,24,20,american        ,          4 ,56
4045,994,17,21,20,italian         ,          5 ,49
25739,2819,28,39,20,italian         ,          1 ,102
25920,2327,8,32,10,mexican         ,          5 ,49
11702,2470,50,55,30,indian          ,            ,35
15106,148,36,46,10,indian          ,          5 ,42
7760,2121,6,37,10,american        ,          5 ,48
13176,2790,13,18,25,italian         ,            ,45
6088,1785,1,22,10,american        ,          5 ,54
19893,826,14,14,20,mexican         ,          5 ,30
19675,748,3,43,20,japanese        ,          5 ,42
2898,76,60,64,30,italian         ,            ,30
21406,2452,10,10,30,pizza           ,            ,63
21846,926,3,14,15,italian         ,            ,48
726,2472,19,48,40,indian          ,          5 ,56
4619,1774,16,24,10,lebanese        ,            ,70
5408,2640,11,18,35,italian         ,          4 ,72
20093,2042,1,30,10,american        ,          4 ,108
20312,2499,8,8,35,pizza           ,          5 ,35
9686,764,9,18,25,italian         ,          5 ,40
12919,2105,3,22,20,american        ,          5 ,35
23373,2718,18,25,20,turkish         ,          2 ,112
14411,2189,14,40,15,american        ,          5 ,36
19270,1736,22,28,35,italian         ,          5 ,30
16243,2763,37,56,20,lebanese        ,          5 ,36
22516,1543,2,26,10,american        ,          4 ,54
7726,643,14,36,30,turkish         ,            ,40
26382,229,16,18,20,american        ,          3 ,49
16976,423,50,54,40,indian          ,            ,40
23604,1202,11,19,20,italian         ,          5 ,30
24602,2835,8,8,30,american        ,            ,45
5419,1049,2,46,10,american        ,          5 ,45
